log10Mvir,n_particles,sim
7.207200664162011,561.0,h148
7.206426465197976,560.0,h148
7.206426465197976,560.0,h148
7.205650883636126,559.0,h148
7.205650883636126,559.0,h148
7.204871204888445,558.0,h148
7.2017493335892455,554.0,h148
7.200177202881648,552.0,h148
7.200177202881648,552.0,h148
7.195431911653627,546.0,h148
7.195431911653627,546.0,h148
7.194633652410665,545.0,h148
7.193038287669853,543.0,h148
7.191434246014464,541.0,h148
7.191434246014464,541.0,h148
7.190631398024908,540.0,h148
7.188213910465719,537.0,h148
7.188213910465719,537.0,h148
7.187402260732468,536.0,h148
7.187402260732468,536.0,h148
7.184148933658721,532.0,h148
7.184148933658721,532.0,h148
7.183332491482757,531.0,h148
7.1816949880969085,529.0,h148
7.1783984615873235,525.0,h148
7.177568241223723,524.0,h148
7.176739321715548,523.0,h148
7.175908817057779,522.0,h148
7.173404818017777,519.0,h148
7.172567906048996,518.0,h148
7.168356034879321,513.0,h148
7.1675093272789665,512.0,h148
7.166658006835742,511.0,h148
7.1906341979828845,509.0,h148
7.158941165707718,502.0,h148
7.158941165707718,502.0,h148
7.158075883823228,501.0,h148
7.156340130892207,499.0,h148
7.154594370593058,497.0,h148
7.152844618929037,495.0,h148
7.15108472218308,493.0,h148
7.1502036287628075,492.0,h148
7.1502036287628075,492.0,h148
7.1502036287628075,492.0,h148
7.1484329753814295,490.0,h148
7.1484329753814295,490.0,h148
7.146658171671093,488.0,h148
7.145768042518319,487.0,h148
7.145768042518319,487.0,h148
7.144876085210886,486.0,h148
7.141286686370957,482.0,h148
7.141286686370957,482.0,h148
7.140382324559402,481.0,h148
7.140382324559402,481.0,h148
7.139479225573261,480.0,h148
7.139479225573261,480.0,h148
7.136755436116438,477.0,h148
7.134932161499288,475.0,h148
7.133098003472511,473.0,h148
7.133098003472511,473.0,h148
7.131259276531794,471.0,h148
7.131259276531794,471.0,h148
7.131259276531794,471.0,h148
7.1303369854792535,470.0,h148
7.1303369854792535,470.0,h148
7.1303369854792535,470.0,h148
7.1303369854792535,470.0,h148
7.129412731630935,469.0,h148
7.129412731630935,469.0,h148
7.127555064371557,467.0,h148
7.124755208416635,464.0,h148
7.122880741016044,462.0,h148
7.121940464649621,461.0,h148
7.121940464649621,461.0,h148
7.1181555599111075,457.0,h148
7.1181555599111075,457.0,h148
7.117201670348854,456.0,h148
7.117201670348854,456.0,h148
7.116249004090182,455.0,h148
7.115294243472432,454.0,h148
7.113378402183167,452.0,h148
7.112413950370795,451.0,h148
7.112413950370795,451.0,h148
7.051997127223299,449.0,h148
7.1095178021694245,448.0,h148
7.108544729123989,447.0,h148
7.107572861035198,446.0,h148
7.107572861035198,446.0,h148
7.103660072254941,442.0,h148
7.103660072254941,442.0,h148
7.103660072254941,442.0,h148
7.103660072254941,442.0,h148
7.103660072254941,442.0,h148
7.103660072254941,442.0,h148
7.102677199085815,441.0,h148
7.102677199085815,441.0,h148
7.099711710350325,438.0,h148
7.099711710350325,438.0,h148
7.097725720109387,436.0,h148
7.096725833098829,435.0,h148
7.094726110067771,433.0,h148
7.093722784998096,432.0,h148
7.093722784998096,432.0,h148
7.093722784998096,432.0,h148
7.093722784998096,432.0,h148
7.091705637972705,430.0,h148
7.090695302410092,429.0,h148
7.090695302410092,429.0,h148
7.090695302410092,429.0,h148
7.087646566889506,426.0,h148
7.085604498555268,424.0,h148
7.083549200073655,422.0,h148
7.082519687482335,421.0,h148
7.079412808026933,418.0,h148
7.07733156112899,416.0,h148
7.075240292332898,414.0,h148
7.074187208507814,413.0,h148
7.072080706776855,411.0,h148
7.072080706776855,411.0,h148
7.069960241082544,409.0,h148
7.069960241082544,409.0,h148
7.068897965995729,408.0,h148
7.067833086234314,407.0,h148
7.063543511131526,403.0,h148
7.062465404695673,402.0,h148
7.06138084474951,401.0,h148
7.06138084474951,401.0,h148
7.05921114440738,399.0,h148
7.05921114440738,399.0,h148
7.05921114440738,399.0,h148
7.057030549967836,397.0,h148
7.055932315042244,396.0,h148
7.054835123697048,395.0,h148
7.053735153411361,394.0,h148
7.053735153411361,394.0,h148
7.052632390072559,393.0,h148
7.052632390072559,393.0,h148
7.052632390072559,393.0,h148
7.051522962373373,392.0,h148
7.049303322137489,390.0,h148
7.048189233329908,389.0,h148
7.048189233329908,389.0,h148
7.048189233329908,389.0,h148
7.047068382363305,388.0,h148
7.047068382363305,388.0,h148
7.045948538105335,387.0,h148
7.043700149503969,385.0,h148
7.043700149503969,385.0,h148
7.041436112435088,383.0,h148
7.039164179210621,381.0,h148
7.039164179210621,381.0,h148
7.038023740045158,380.0,h148
7.038023740045158,380.0,h148
7.038023740045158,380.0,h148
7.038023740045158,380.0,h148
7.036876308862048,379.0,h148
7.035729838034267,378.0,h148
7.035729838034267,378.0,h148
7.035729838034267,378.0,h148
7.034580332686892,377.0,h148
7.034580332686892,377.0,h148
7.033427776713536,376.0,h148
7.0322681219381895,375.0,h148
7.0322681219381895,375.0,h148
7.03110940510633,374.0,h148
7.03110940510633,374.0,h148
7.029947588494665,373.0,h148
7.029947588494665,373.0,h148
7.028782655473742,372.0,h148
7.0276105138656755,371.0,h148
7.0276105138656755,371.0,h148
7.0276105138656755,371.0,h148
7.026439286594144,370.0,h148
7.025264892154508,369.0,h148
7.025264892154508,369.0,h148
7.02408731337135,368.0,h148
7.0229024130940125,367.0,h148
7.0229024130940125,367.0,h148
7.0229024130940125,367.0,h148
7.0229024130940125,367.0,h148
7.020531154705035,365.0,h148
7.019340652597946,364.0,h148
7.018146878075398,363.0,h148
7.016945636365783,362.0,h148
7.014541538950471,360.0,h148
7.01333448117441,359.0,h148
7.01333448117441,359.0,h148
7.008468160240141,355.0,h148
7.008468160240141,355.0,h148
7.008468160240141,355.0,h148
7.007239808713795,354.0,h148
7.004781224395489,352.0,h148
7.004781224395489,352.0,h148
7.003546693102132,351.0,h148
7.001062720179375,349.0,h148
6.999817558002099,348.0,h148
6.998567944106143,347.0,h148
6.997314287276899,346.0,h148
6.994796943553142,344.0,h148
6.992264481090872,342.0,h148
6.9909924688017835,341.0,h148
6.9909924688017835,341.0,h148
6.98971716464835,340.0,h148
6.98971716464835,340.0,h148
6.988438104536883,339.0,h148
6.985868178827879,337.0,h148
6.983282955083223,335.0,h148
6.981984775663765,334.0,h148
6.981984775663765,334.0,h148
6.980682704130084,333.0,h148
6.979376261658316,332.0,h148
6.979376261658316,332.0,h148
6.97806633408362,331.0,h148
6.97806633408362,331.0,h148
6.976752443523311,330.0,h148
6.976752443523311,330.0,h148
6.975434106357586,329.0,h148
6.975434106357586,329.0,h148
6.974112216050687,328.0,h148
6.972785827554107,327.0,h148
6.972785827554107,327.0,h148
6.972785827554107,327.0,h148
6.972785827554107,327.0,h148
6.972785827554107,327.0,h148
6.972785827554107,327.0,h148
6.972785827554107,327.0,h148
6.972785827554107,327.0,h148
6.971455839489371,326.0,h148
6.970121765940331,325.0,h148
6.970121765940331,325.0,h148
6.970121765940331,325.0,h148
6.968783115069468,324.0,h148
6.968783115069468,324.0,h148
6.967440793342461,323.0,h148
6.967440793342461,323.0,h148
6.967440793342461,323.0,h148
6.96474316779693,321.0,h148
6.96474316779693,321.0,h148
6.9633882815135,320.0,h148
6.9633882815135,320.0,h148
6.962029155104292,319.0,h148
6.960665286481712,318.0,h148
6.960665286481712,318.0,h148
6.959297598202705,317.0,h148
6.959297598202705,317.0,h148
6.957925589163672,316.0,h148
6.956548751984579,315.0,h148
6.956548751984579,315.0,h148
6.956548751984579,315.0,h148
6.955168017476113,314.0,h148
6.955168017476113,314.0,h148
6.9523928245206905,312.0,h148
6.950998792492396,311.0,h148
6.949599783643558,310.0,h148
6.948196742861674,309.0,h148
6.948196742861674,309.0,h148
6.948196742861674,309.0,h148
6.946789154692219,308.0,h148
6.946789154692219,308.0,h148
6.946789154692219,308.0,h148
6.943959723498785,306.0,h148
6.942538312947913,305.0,h148
6.942538312947913,305.0,h148
6.942538312947913,305.0,h148
6.942538312947913,305.0,h148
6.941111737593782,304.0,h148
6.93968095976483,303.0,h148
6.93968095976483,303.0,h148
6.93968095976483,303.0,h148
6.93968095976483,303.0,h148
6.93968095976483,303.0,h148
6.938245452671124,302.0,h148
6.938245452671124,302.0,h148
6.938245452671124,302.0,h148
6.938245452671124,302.0,h148
6.936804682626177,301.0,h148
6.936804682626177,301.0,h148
6.936804682626177,301.0,h148
6.935359620912412,300.0,h148
6.933909734875918,299.0,h148
6.930994851145845,297.0,h148
6.929529784390668,296.0,h148
6.928060271121546,295.0,h148
6.928060271121546,295.0,h148
6.926585768603932,294.0,h148
6.926585768603932,294.0,h148
6.925105726809663,293.0,h148
6.922131464290577,291.0,h148
6.920636138163654,290.0,h148
6.920636138163654,290.0,h148
6.91913616883911,289.0,h148
6.91913616883911,289.0,h148
6.917631000949977,288.0,h148
6.917631000949977,288.0,h148
6.917631000949977,288.0,h148
6.9161200715146425,287.0,h148
6.911556550072848,284.0,h148
6.908487163537463,282.0,h148
6.908487163537463,282.0,h148
6.908487163537463,282.0,h148
6.903842293082883,279.0,h148
6.903842293082883,279.0,h148
6.903842293082883,279.0,h148
6.903842293082883,279.0,h148
6.903842293082883,279.0,h148
6.903842293082883,279.0,h148
6.903842293082883,279.0,h148
6.90071824624486,277.0,h148
6.899147207217667,276.0,h148
6.899147207217667,276.0,h148
6.899147207217667,276.0,h148
6.897571014205445,275.0,h148
6.895989079843198,274.0,h148
6.894400808313139,273.0,h148
6.892807262815284,272.0,h148
6.892807262815284,272.0,h148
6.892807262815284,272.0,h148
6.892807262815284,272.0,h148
6.891207848621731,271.0,h148
6.889601962353966,270.0,h148
6.889601962353966,270.0,h148
6.889601962353966,270.0,h148
6.887990678046029,269.0,h148
6.887990678046029,269.0,h148
6.886372829240793,268.0,h148
6.886372829240793,268.0,h148
6.886372829240793,268.0,h148
6.884749497311868,267.0,h148
6.884749497311868,267.0,h148
6.884749497311868,267.0,h148
6.884749497311868,267.0,h148
6.884749497311868,267.0,h148
6.883120074822842,266.0,h148
6.883120074822842,266.0,h148
6.881483945340973,265.0,h148
6.881483945340973,265.0,h148
6.881483945340973,265.0,h148
6.881483945340973,265.0,h148
6.881483945340973,265.0,h148
6.879842201427441,264.0,h148
6.87819422774561,263.0,h148
6.876539399744896,262.0,h148
6.874878821393799,261.0,h148
6.873211869238376,260.0,h148
6.873211869238376,260.0,h148
6.873211869238376,260.0,h148
6.873211869238376,260.0,h148
6.8715379103850145,259.0,h148
6.8715379103850145,259.0,h148
6.8715379103850145,259.0,h148
6.8715379103850145,259.0,h148
6.869858060435208,258.0,h148
6.869858060435208,258.0,h148
6.8681716875913725,257.0,h148
6.866478150382,256.0,h148
6.866478150382,256.0,h148
6.863071729620448,254.0,h148
6.863071729620448,254.0,h148
6.861358745931714,253.0,h148
6.861358745931714,253.0,h148
6.861358745931714,253.0,h148
6.857911772426921,251.0,h148
6.857911772426921,251.0,h148
6.854437828660412,249.0,h148
6.852689770635502,248.0,h148
6.852689770635502,248.0,h148
6.852689770635502,248.0,h148
6.852689770635502,248.0,h148
6.850935260279119,247.0,h148
6.850935260279119,247.0,h148
6.849173633098827,246.0,h148
6.847404213988974,245.0,h148
6.845628176007112,244.0,h148
6.845628176007112,244.0,h148
6.843844845121583,243.0,h148
6.843844845121583,243.0,h148
6.842053536407177,242.0,h148
6.842053536407177,242.0,h148
6.842053536407177,242.0,h148
6.840255435953973,241.0,h148
6.840255435953973,241.0,h148
6.838449859900891,240.0,h148
6.838449859900891,240.0,h148
6.838449859900891,240.0,h148
6.838449859900891,240.0,h148
6.83663611320151,239.0,h148
6.83663611320151,239.0,h148
6.83663611320151,239.0,h148
6.83663611320151,239.0,h148
6.834815395248286,238.0,h148
6.834815395248286,238.0,h148
6.834815395248286,238.0,h148
6.834815395248286,238.0,h148
6.832986374080692,237.0,h148
6.832986374080692,237.0,h148
6.83115025811349,236.0,h148
6.83115025811349,236.0,h148
6.83115025811349,236.0,h148
6.83115025811349,236.0,h148
6.83115025811349,236.0,h148
6.82930634642033,235.0,h148
6.82930634642033,235.0,h148
6.827453926376023,234.0,h148
6.827453926376023,234.0,h148
6.825594220163873,233.0,h148
6.825594220163873,233.0,h148
6.825594220163873,233.0,h148
6.825594220163873,233.0,h148
6.823726516184844,232.0,h148
6.821850090815528,231.0,h148
6.819966180297594,230.0,h148
6.8180740620144284,229.0,h148
6.8180740620144284,229.0,h148
6.814264247808451,227.0,h148
6.814264247808451,227.0,h148
6.812347068486972,226.0,h148
6.812347068486972,226.0,h148
6.810420716306341,225.0,h148
6.810420716306341,225.0,h148
6.810420716306341,225.0,h148
6.810420716306341,225.0,h148
6.810420716306341,225.0,h148
6.810420716306341,225.0,h148
6.808486456525937,224.0,h148
6.808486456525937,224.0,h148
6.808486456525937,224.0,h148
6.806542865371217,223.0,h148
6.806542865371217,223.0,h148
6.806542865371217,223.0,h148
6.804591218050427,222.0,h148
6.804591218050427,222.0,h148
6.804591218050427,222.0,h148
6.804591218050427,222.0,h148
6.804591218050427,222.0,h148
6.802630760744996,221.0,h148
6.802630760744996,221.0,h148
6.800660726291882,220.0,h148
6.800660726291882,220.0,h148
6.800660726291882,220.0,h148
6.800660726291882,220.0,h148
6.800660726291882,220.0,h148
6.7986824050886785,219.0,h148
6.7986824050886785,219.0,h148
6.7986824050886785,219.0,h148
6.796695030877587,218.0,h148
6.796695030877587,218.0,h148
6.794697823657815,217.0,h148
6.794697823657815,217.0,h148
6.794697823657815,217.0,h148
6.794697823657815,217.0,h148
6.792692089344057,216.0,h148
6.790677048802975,215.0,h148
6.790677048802975,215.0,h148
6.790677048802975,215.0,h148
6.788651908741248,214.0,h148
6.786617990926975,213.0,h148
6.786617990926975,213.0,h148
6.786617990926975,213.0,h148
6.786617990926975,213.0,h148
6.786617990926975,213.0,h148
6.786617990926975,213.0,h148
6.786617990926975,213.0,h148
6.784574502891287,212.0,h148
6.784574502891287,212.0,h148
6.784574502891287,212.0,h148
6.784574502891287,212.0,h148
6.784574502891287,212.0,h148
6.784574502891287,212.0,h148
6.782520637568709,211.0,h148
6.782520637568709,211.0,h148
6.7804577329256945,210.0,h148
6.7804577329256945,210.0,h148
6.7804577329256945,210.0,h148
6.7804577329256945,210.0,h148
6.7804577329256945,210.0,h148
6.778384259237147,209.0,h148
6.778384259237147,209.0,h148
6.778384259237147,209.0,h148
6.776301565465009,208.0,h148
6.776301565465009,208.0,h148
6.776301565465009,208.0,h148
6.776301565465009,208.0,h148
6.776301565465009,208.0,h148
6.776301565465009,208.0,h148
6.7742088358218915,207.0,h148
6.772105239148965,206.0,h148
6.772105239148965,206.0,h148
6.772105239148965,206.0,h148
6.772105239148965,206.0,h148
6.772105239148965,206.0,h148
6.772105239148965,206.0,h148
6.7699921412008734,205.0,h148
6.7699921412008734,205.0,h148
6.767868711498571,204.0,h148
6.767868711498571,204.0,h148
6.767868711498571,204.0,h148
6.767868711498571,204.0,h148
6.76573410369611,203.0,h148
6.76573410369611,203.0,h148
6.76358970070915,202.0,h148
6.76358970070915,202.0,h148
6.76358970070915,202.0,h148
6.76358970070915,202.0,h148
6.7614346568040675,201.0,h148
6.7614346568040675,201.0,h148
6.7592681098600504,200.0,h148
6.7592681098600504,200.0,h148
6.7592681098600504,200.0,h148
6.7592681098600504,200.0,h148
6.7592681098600504,200.0,h148
6.7570914603308605,199.0,h148
6.7570914603308605,199.0,h148
6.7570914603308605,199.0,h148
6.7570914603308605,199.0,h148
6.7549038466320965,198.0,h148
6.7549038466320965,198.0,h148
6.750494509548251,196.0,h148
6.750494509548251,196.0,h148
6.750494509548251,196.0,h148
6.750494509548251,196.0,h148
6.750494509548251,196.0,h148
6.7482725510992605,195.0,h148
6.7482725510992605,195.0,h148
6.7482725510992605,195.0,h148
6.746039945444566,194.0,h148
6.746039945444566,194.0,h148
6.746039945444566,194.0,h148
6.746039945444566,194.0,h148
6.743795803157331,193.0,h148
6.743795803157331,193.0,h148
6.741539216901224,192.0,h148
6.741539216901224,192.0,h148
6.739271635808273,191.0,h148
6.739271635808273,191.0,h148
6.739271635808273,191.0,h148
6.739271635808273,191.0,h148
6.739271635808273,191.0,h148
6.739271635808273,191.0,h148
6.73699215282725,190.0,h148
6.73699215282725,190.0,h148
6.73699215282725,190.0,h148
6.73699215282725,190.0,h148
6.73699215282725,190.0,h148
6.73699215282725,190.0,h148
6.73699215282725,190.0,h148
6.7346998423702855,189.0,h148
6.7346998423702855,189.0,h148
6.7346998423702855,189.0,h148
6.7346998423702855,189.0,h148
6.7346998423702855,189.0,h148
6.732396172563388,188.0,h148
6.732396172563388,188.0,h148
6.732396172563388,188.0,h148
6.732396172563388,188.0,h148
6.732396172563388,188.0,h148
6.732396172563388,188.0,h148
6.732396172563388,188.0,h148
6.732396172563388,188.0,h148
6.732396172563388,188.0,h148
6.7300802179879105,187.0,h148
6.7300802179879105,187.0,h148
6.7300802179879105,187.0,h148
6.7300802179879105,187.0,h148
6.7300802179879105,187.0,h148
6.727751034027202,186.0,h148
6.723056495980657,184.0,h148
6.723056495980657,184.0,h148
6.720689232844158,183.0,h148
6.720689232844158,183.0,h148
6.720689232844158,183.0,h148
6.720689232844158,183.0,h148
6.718309826176849,182.0,h148
6.718309826176849,182.0,h148
6.718309826176849,182.0,h148
6.718309826176849,182.0,h148
6.718309826176849,182.0,h148
6.718309826176849,182.0,h148
6.715916476051371,181.0,h148
6.715916476051371,181.0,h148
6.715916476051371,181.0,h148
6.715916476051371,181.0,h148
6.715916476051371,181.0,h148
6.715916476051371,181.0,h148
6.715916476051371,181.0,h148
6.713510703298285,180.0,h148
6.713510703298285,180.0,h148
